label,prob_benign_mean,prob_benign_std,prob_no_tumor_mean
1,0.08523413,0.026018362,0.9147659
1,0.045388274,0.012616078,0.9546117
1,0.05512917,0.016428422,0.9448708
1,0.11764059,0.026832184,0.8823594
1,0.23725328,0.14908199,0.7627467
1,0.058482468,0.015559987,0.94151753
1,0.056865033,0.012846173,0.94313496
1,0.051392574,0.016709108,0.94860744
1,0.059592206,0.01217531,0.9404078
1,0.14863072,0.094275475,0.85136926
1,0.04992416,0.015081817,0.95007586
1,0.06998365,0.021313636,0.93001634
1,0.44129944,0.2348759,0.55870056
1,0.050394107,0.012370702,0.9496059
1,0.052556504,0.02165931,0.9474435
1,0.060440484,0.01708347,0.9395595
1,0.05675219,0.012056234,0.9432478
1,0.04195168,0.013691416,0.95804834
1,0.91184705,0.043222405,0.088152945
1,0.07067648,0.018098509,0.9293235
1,0.052851632,0.012502618,0.9471484
1,0.35588387,0.17016287,0.64411616
1,0.060208093,0.013528411,0.9397919
1,0.052507393,0.011574483,0.9474926
1,0.07379614,0.026726028,0.92620385
1,0.8359186,0.10139985,0.1640814
1,0.09704151,0.072520606,0.9029585
1,0.05664019,0.016914863,0.9433598
1,0.052788187,0.012468514,0.9472118
1,0.05059264,0.016559748,0.94940734
1,0.049567685,0.012087115,0.9504323
1,0.057538196,0.012757104,0.9424618
1,0.05513554,0.042635947,0.94486445
1,0.058442138,0.014123765,0.9415579
1,0.055611253,0.016570613,0.94438875
1,0.060996834,0.016518958,0.93900317
1,0.06286297,0.015644783,0.937137
1,0.05586179,0.016786518,0.9441382
1,0.9481804,0.014850308,0.051819623
1,0.07888475,0.019465385,0.9211153
1,0.04619867,0.020887434,0.95380133
1,0.05544313,0.013425876,0.9445569
1,0.1614549,0.16818367,0.8385451
1,0.08512427,0.022676246,0.91487575
1,0.07031386,0.02847652,0.9296861
1,0.0559084,0.0110724475,0.9440916
1,0.08301925,0.02509082,0.91698074
1,0.05400572,0.015050945,0.94599426
1,0.051452555,0.011421609,0.9485474
1,0.0542149,0.013024032,0.9457851
1,0.056894254,0.012134851,0.94310576
1,0.17070644,0.075717844,0.82929355
1,0.33327627,0.16558705,0.6667237
1,0.052883957,0.012902801,0.947116
1,0.05859691,0.014623719,0.9414031
1,0.057651654,0.018583346,0.94234836
1,0.05601116,0.01024871,0.94398886
1,0.056947805,0.0133965025,0.9430522
1,0.092738554,0.030084139,0.90726143
1,0.055336196,0.01432423,0.9446638
1,0.05357631,0.008614861,0.9464237
1,0.058661517,0.013439885,0.9413385
1,0.059573904,0.015275221,0.9404261
1,0.08342437,0.046334937,0.9165756
1,0.05227171,0.014947044,0.9477283
1,0.056497052,0.013330852,0.94350296
1,0.100787826,0.04295311,0.8992122
1,0.058551215,0.014858905,0.9414488
1,0.21028456,0.13026547,0.7897154
1,0.8385483,0.10270598,0.1614517
1,0.060086496,0.013709514,0.9399135
1,0.057770435,0.011864394,0.94222957
